ko,figure,gender_real
하지만 우리는 아저씨가 아이템을 제거하도록 할 수 없습니다.,아저씨,1
예. 그리고 나는 아저씨가 이 여행 사업의 관리를 이끄는 방식을 좋아합니다.,아저씨,1
우리는 살아가면서 어떤 질문을 마음에 품고 살아가며 또 아저씨는 살아가나요?,아저씨,1
물론 그렇습니다. 그리고 저는 아저씨의 우정에 매우 감사합니다!,아저씨,1
댓글창을 활용하여 질문에 답하고 아저씨의 개성을 뽐내세요.,아저씨,1
우리의 사업을 더 크게 성장시키기 위해서는 아저씨의 전문적인 지도가 필요합니다.,아저씨,1
아저씨는 나의 온라인 플랫폼에서 우리의 도매상 중 한 명이 될 수 있다.,아저씨,1
"그리고, 나는 아저씨가 그것을 방문하도록 요청하는 방식을 좋아합니다.",아저씨,1
"제발, 나는 아저씨에게 내 제품을 환불해 주기를 요청합니다.",아저씨,1
저는 아저씨가 추천한 세 아파트 모두를 살펴봤습니다.,아저씨,1
아저씨는 당사의 귀중한 인력임을 다시 한번 상기시켜드립니다.,아저씨,1
오늘 아침까지 아저씨의 호텔에서 묵은 사람입니다.,아저씨,1
나는 아저씨에게서 이메일을 받았습니다.,아저씨,1
"아저씨가 원하는 것에 대한 자세한 정보가 있을수록,",아저씨,1
그러나 이것은 아저씨가 처음 주문한 것이 $$$$$보다 많을 때 적용됩니다.,아저씨,1
그것은 아저씨가 영어를 못하는 고객들과 소통하는 데 도움이 될 것이다.,아저씨,1
그리고 아저씨는 새로운 제품을 받게 될 것입니다.,아저씨,1
우리는 가상현실 게임에 대한 아저씨의 제안을 검토했습니다.,아저씨,1
"하지만, 저는 아저씨가 그 변화가 특히 즐겁다는 것을 알게 되어 기쁩니다.",아저씨,1
그러나 아저씨는 그것을 개인적인 경험으로 생각해야 합니다.,아저씨,1
직원으로서 아저씨는 아저씨의 이익을 알아야 한다.,아저씨,1
아저씨는 우리 행동의 중대함을 알게 될 것입니다.,아저씨,1
나는 아저씨에게 전화를 의미했습니다.,아저씨,1
아저씨는 내 가장 가까운 수탁자 중 한 사람의 승인을 받았습니다.,아저씨,1
그것이 아저씨의 나라에서도 내가 비즈니스 클래스들 사이에서 인기가 있는 이유이다.,아저씨,1
아저씨의 부서를 이미 준비해주세요.,아저씨,1
일이 곧 잘 해결될 것이고 연간 성과금을 계산할 때 아저씨의 노력을 잊지 않고 보답하겠습니다.,아저씨,1
"글쎄, 나는 아저씨가 여기서 내 걱정을 이해하기를 바랍니다.",아저씨,1
진짜? 그리고 아저씨는 나에게 알리지 않고 여기까지 갔습니까?,아저씨,1
아저씨의 문화에 대해 배울 것이 너무 많습니다.,아저씨,1
"아저씨가 계약서에 서명하는 대로, 우리는 여러 부서에 업무량을 분배할 것입니다.",아저씨,1
"그의 말에 따르면, 아저씨의 엔진 오일은 합법적이었다고 합니다.",아저씨,1
아저씨의 기여에 대해 깊은 감사를 표합니다.,아저씨,1
그리고 나는 아저씨가 나에게 원래 제품을 보낼 것이라고 가정합니다.,아저씨,1
아저씨가 없으면 우리는 어떻게 할지 모르겠습니다.,아저씨,1
"그들은 그것을 가지고 있지만, 아저씨가 직접 가져가야 합니다.",아저씨,1
우리는 또한 우리와 함께 아저씨의 회사가 국제 소매업의 사업을 증가시킬 수 있다고 믿습니다.,아저씨,1
우리는 아저씨의 회사에 투자할 수 있는 좋은 이점이 있습니다.,아저씨,1
"우리는 아저씨의 서비스에 있습니다, 안녕.",아저씨,1
다시 사무실로 돌아오는 대로 아저씨께 연락을 드리겠습니다.,아저씨,1
"그럼, 아저씨의 이익은 어떻습니까?",아저씨,1
그것이 내가 아저씨의 이메일에 최대한 빨리 답장했던 이유이다.,아저씨,1
아저씨의 제안은 우리와 같은 규모로 운영되는 회사에서는 받아들여지지 않을 것 같습니다.,아저씨,1
나는 아저씨 회사가 가짜 약을 생산하는 것을 상상할 수 없습니다.,아저씨,1
그리고 나는 아저씨가 환불을 시작하길 바란다.,아저씨,1
그것은 아저씨가 yyy2를 주문한다고 표시했다.,아저씨,1
아저씨는 어떤 해산물을 사려고 합니까?,아저씨,1
아저씨는 그것을 완료하는 방법을 알고 있습니까?,아저씨,1
나는 또한 미래에 아저씨와 함께 일하기를 고대하고 있습니다.,아저씨,1
아저씨에 대해 정말 아무것도 아니에요.,아저씨,1
그 날 아저씨는 앞으로의 연락을 위해 제게 명함을 주셨었습니다.,아저씨,1
아저씨가 나를 도울 수 있기를 바랍니다.,아저씨,1
이 프로젝트의 핵심 요원으로서 아저씨가 이 행사에 참석하실 수 있기를 바랍니다.,아저씨,1
우리는 아저씨를 위해 가스 버너를 교체 할 것입니다,아저씨,1
아저씨께서는 회의에서 저번주까지 끝내겠다고 말씀하셨는데 아직도 완성이 안되었습니다.,아저씨,1
아저씨가 다른 사람들에게 말하는 방법.,아저씨,1
"아저씨가 아저씨의 레스토랑이 딸기, 토마토, 상추를 직접 재배할 계획이라고 말했기 때문에, 나는 이것을 강력히 추천한다.",아저씨,1
늦은 밤 운동이 끝난 후 생각나는 맥주 한 잔을 뒤로 하고 묵묵히 단백질 쉐이크를 타 드신 아저씨.,아저씨,1
"그리고 나는 아저씨의 주문에 대한 인쇄, 처리, 배송 비용을 낮출 수 있습니다.",아저씨,1
아저씨가 세상과 연결된 상태를 유지하도록.,아저씨,1
"네, 그런 의미에서 저는 아저씨를 우리 브랜드의 비주얼 디자이너로 고용하고 싶습니다.",아저씨,1
나는 아저씨가 한국 전통 음식을 위해 여기 있다는 것을 이해합니다.,아저씨,1
아저씨가 꿈꾸던 최상의 결혼식을 위한 최고의 장소를 제공해 드립니다.,아저씨,1
"물론이죠, 하지만 아저씨는 그것을 가능한 한 빨리 보내야 합니다.",아저씨,1
나는 아저씨에게 이 제품에 대해 2년 보증을 제공합니다,아저씨,1
나는 아저씨를 위한 자리가 있다고 생각합니다.,아저씨,1
그래서 내가 한국에서 수입하고 싶은 것들은 아저씨가 나를 위해 처리할 것입니다.,아저씨,1
이러한 사실을 아저씨께 알릴 수 있게 되어 매우 기쁩니다.,아저씨,1
"아저씨의 진심에 감동을 받았지만, 우리 고객님들로부터 어떤 선물도 받을 수 없습니다.",아저씨,1
아저씨는 6000달러를 지불해야 합니다.,아저씨,1
금요일 선물관리 미팅 전 아저씨의 따뜻한 조언에 큰 힘이 되었습니다.,아저씨,1
나는 아저씨의 가게에서 살 것을 기대하고 있다.,아저씨,1
"BBB2에서 아저씨를 찾는다면, 다른 플랫폼에서도 아저씨를 찾으려고 할 것입니다.",아저씨,1
아저씨의 사랑으로 아저씨는 아늑한 작은 집으로 변할 것입니다!,아저씨,1
아저씨의 진실한 Billy.,아저씨,1
그래서 아저씨는 추가 금액을 청구받았군요.,아저씨,1
개인적인 취향을 위해 아저씨의 마음에 드는 것을 선택하는 거예요.,아저씨,1
아저씨가 국내 원자재 소싱에 가입하지 않는 한.,아저씨,1
제가 아저씨를 도울 수 있는 일이 있나요?,아저씨,1
"대부분의 사람들에게, 커피는 아저씨가 깨어있도록 도와줍니다.",아저씨,1
이 문제에 대한 아저씨의 양해에 감사드립니다.,아저씨,1
일이 이제 곧 마무리될 것이고 연간 보너스를 계산할 때 아저씨의 노고를 잊지 않을 것이니 마음을 편히 가지시길 바랍니다.,아저씨,1
그래서 아저씨는 풀 룸 커버리지를 얻을 수 있습니다.,아저씨,1
"아저씨가 가능한 시간이 언제인지 알려주시면, 제가 최대한 아저씨의 일정에 맞게 스케줄을 조정해 보겠습니다.",아저씨,1
그것이 나의 사전 설정에 관한 모든 것입니다. 나는 아저씨가 이해하고 우리의 도움을 원하기를 바랍니다. 감사합니다.,아저씨,1
이 레스토랑은 아저씨에게 올바른 요리를 제공할 수 있습니다.,아저씨,1
아저씨도 참여가 가능할지 여쭤보고자 연락 드립니다.,아저씨,1
아저씨는 왜 제 제품을 환불하지 않으시는 건가요?,아저씨,1
"만약 아저씨의 거래 중 하나가 아저씨가 암호화폐를 사용하여 지불하도록 요구한다면, 그것은 사기이다.",아저씨,1
"그리고 아저씨가 거기에서 전체 판매를 하고 싶다면,",아저씨,1
하지만 잘못이 아저씨 쪽에 있다고 밝혀지면 완전히 적용되지 않을 것입니다.,아저씨,1
아저씨는 변동성 투자를 시험해 봐야 한다.,아저씨,1
"만약 아저씨가 아저씨의 회사를 위해 로봇을 산다면, 아저씨는 아저씨의 이윤을 두 배로 늘릴 것이고, 채용 비용을 절약할 것이다.",아저씨,1
그들은 정보를 얻을 것이며 그들의 주소는 곧 아저씨에게 전달됩니다.,아저씨,1
저는 영화를 공부하는 학생이며 아저씨 작품의 열렬한 팬입니다.,아저씨,1
나는 관심이 있고 아저씨의 모든 엉덩이 시술에 대한 가격 리스트를 요청하고 싶습니다.,아저씨,1
그러면 우리는 아저씨의 예산 범위에 대해 더 나은 그림을 얻을 수 있을 것입니다.,아저씨,1
그것이 내가 아저씨에게 연락하는 이유입니다.,아저씨,1
아저씨와 일을 마치기 전에 그 프로젝트에 대해서 제가 AAA 씨께 먼저 말하였다고 오해하지 않으셨으면 합니다.,아저씨,1
그것이 아저씨에게 가능할 것이라고 확신합니까?,아저씨,1
"그리고, 아저씨에게 연락해 달라는 요청을 받았습니다.",아저씨,1
"네, 그리고 지난주에 통화한 대로 아저씨의 이메일로 달력 초대장을 보냈습니다.",아저씨,1
"만약 아저씨가 단기 계약서에 서명한다면, 아저씨는 더 많은 돈을 지불해야 할 것이다.",아저씨,1
아저씨의 진실한 AAA.,아저씨,1
나는 추가 절차를 위해 아저씨의 의견을 듣고 싶다.,아저씨,1
아저씨는 퇴근 후에 우리를 위해 쇼핑할 수 있습니다.,아저씨,1
일반적으로 우리는 아저씨에게 우리의 다른 종류의 전통 가옥을 보여주고 싶습니다.,아저씨,1
나는 그것이 고화질이라는 것을 아저씨에게 말하게 되어 기쁘다.,아저씨,1
아저씨의 의도를 명시한 편지를 준비하고 증빙 서류를 포함할 수 있습니까?,아저씨,1
아저씨가 원하는 만큼 이 차를 시승하게 해줄 수 있어요.,아저씨,1
저는 아저씨가 아저씨의 팀의 다양한 멤버들을 정확히 언제 만나는지 알고 싶습니다.,아저씨,1
나는 아저씨의 표적 청중을 의미했습니다.,아저씨,1
아저씨의 조문에 다시 한번 감사의 인사를 드립니다.,아저씨,1
저희는 아저씨와 의 관계를 소중히 생각하며 문의는 여기로 해주시면 됩니다.,아저씨,1
그는 BBB에서 승진을 거듭했으며 아저씨가 채우려는 자리에 대한 경험이 있습니다.,아저씨,1
아저씨의 신실한 David.,아저씨,1
아저씨가 곁에 있어 기쁩니다.,아저씨,1
나는 아저씨를 공급자로 고용하고 아저씨의 제품을 수입하게 되어 매우 기쁠 것입니다.,아저씨,1
"네, 바로 아저씨입니다. 어떻게 도와 드릴까요?",아저씨,1
아저씨의 라디오 방송국에 싣는 광고 가격에 대해 문의하고자 글을 씁니다.,아저씨,1
아저씨는 나의 해산물 공급자에 의해 추천되었다.,아저씨,1
아저씨의 팀에서 다른 사람이 올까요?,아저씨,1
Jack 씨가 아저씨도 골프를 친다고 말씀 해주셨습니다.,아저씨,1
우리 둘 다 거래 조건에 동의하고 제대로 협상해야 아저씨를 위해 이것을 할 수 있습니다.,아저씨,1
그것은 우리가 얼마나 효율적인지 아저씨에게 증명하기 위한 것입니다.,아저씨,1
아저씨의 신실한 AAA2.,아저씨,1
"글쎄, 아저씨는 이미 대규모 파트너 네트워크를 가지고 있으므로 괜찮습니다.",아저씨,1
아저씨의 회사는 단 3개월 만에 집을 팔 수 있었습니다.,아저씨,1
그러나 당분간 우리는 아저씨가 우리를 참아 주실 것을 간청합니다.,아저씨,1
"하지만 지금은 기계가 수리되었고, 아저씨의 주문이 우리의 최우선 사항입니다.",아저씨,1
서울에 계실 때 아저씨가 한국의 유명한 관광지들을 둘러보기를 원하는지 궁금합니다.,아저씨,1
이 일과 관련하여 아저씨와 함께 일을 진행하게 된 것이 매우 기쁩니다.,아저씨,1
아저씨도 이 부분에 대해 동의하시지요?,아저씨,1
"네, 감사합니다. 저는 아저씨 은행의 일원이 되어 기쁩니다.",아저씨,1
아저씨는 내가 강철판을 도매로 파는 것을 어떻게 알았습니까?,아저씨,1
"네, 아저씨의 제안에 따라 할 수 있는 것과 없는 것을 알려드리겠습니다.",아저씨,1
"AAA씨, 이 모든 요구 사항들이 아저씨에게 괜찮습니까?",아저씨,1
그것은 아저씨에게 이익을 잃게 할 것이다.,아저씨,1
그래서 저는 아저씨가 제 주문을 다시 한번 확인해 주셨으면 좋겠습니다.,아저씨,1
내 늦은 답장이 아저씨를 힘들게 해서 미안합니다.,아저씨,1
"가게 주인으로서, 나는 아저씨를 내 가게에서 보기를 고대하고 있다.",아저씨,1
"좋아, 그게 정말 아저씨가 원하는 것이라면.",아저씨,1
아저씨는 우리에게 아저씨의 이상적인 아파트를 보낼 수 있습니다,아저씨,1
>바로 아저씨가지.,아저씨,1
"또한, 저는 아저씨가 쇼핑몰에서 사용할 수 있다는 것을 의미한다는 것을 제안하고 싶습니다.",아저씨,1
아저씨께 부탁드리고 싶은 것이 있어 메일 보냅니다.,아저씨,1
저도 아저씨를 도움이 될 수 있다는 것을 생각도 못했습니다.,아저씨,1
그에 따르면 아저씨가 만드는 스포츠 용품은 한국에서 유명합니다.,아저씨,1
우리가 아저씨에게 보낸 물건의 트래킹 넘버를 알려주실 수 있나요?,아저씨,1
그러나 납입일을 지키지 못한 이유에 대해서는 아저씨께 꼭 드릴 말씀이 있습니다.,아저씨,1
우리는 아저씨에게 간단한 제안을 보냈습니다.,아저씨,1
아저씨는 그 약속을 예약할 계획이신가요?,아저씨,1
저희가 진행하고 있는 프로젝트에 아저씨의 아이디어가 필요합니다.,아저씨,1
아저씨의 카메라는 어떤 종류의 수리가 필요한지 알 수 있을까요?,아저씨,1
아저씨의 공식 사이트에서 이런 종류의 드론을 보고 깜짝 놀랐습니다.,아저씨,1
혼란을 피하기 위해 아저씨가 이것을 고칠 수 있기를 바랍니다.,아저씨,1
아저씨는 이미 여기서 돼지 수술 투자를 잘 하고 있습니다.,아저씨,1
"네, 아저씨의 말이 맞고 한국의 젊은 사람들은 결혼하지 않습니다.",아저씨,1
아저씨는 요청한 서류를 아침까지 받습니다.,아저씨,1
"아저씨의 배려에 감사드리며, 저희에게 주저하지 마시고 무엇이든 물어보세요.",아저씨,1
나는 아저씨의 B&B 시설에서 지낼 방을 예약했습니다.,아저씨,1
"우리가 더 나아가기 전에, 저는 아저씨와 사용할 바닥의 종류에 대해 의논해야 할 것 같습니다.",아저씨,1
집을 찾는 사람이 아저씨 혼자만은 아닙니다.,아저씨,1
그것은 아저씨에게 큰 편안함을 줄 것입니다.,아저씨,1
아저씨의 양로원 요금이 얼마인지 궁금해서요.,아저씨,1
"그의 말에 따르면, 아저씨의 제품은 미국에서 유명했다고 합니다.",아저씨,1
아저씨로부터 지불에 관해서 아직 어떤 소식도 듣지 못했습니다.,아저씨,1
아저씨의 제안서는 마침 저희에게 꼭 필요한 것이었습니다.,아저씨,1
"그래서, 아저씨는 얼마를 지불할 것인가?",아저씨,1
11월 20일 아저씨의 스튜디오에서 아저씨의 팀과 함께 녹음을 했습니다.,아저씨,1
"만약 아저씨가 이 초대에 응할 의사가 있다면, 우리는 아저씨가 이번 주 금요일까지 아저씨의 회답을 보내 줄 것을 요구합니다.",아저씨,1
아저씨는 가격과 구매 조건 등 몇 가지 계약의 세부 사항에 대해 협상할 것들이 있다고 하셨습니다.,아저씨,1
나는 아저씨가 그것을 좋아하고 혜택을 받기를 바랍니다.,아저씨,1
"네, 대량 구매를 위해 주문을 받습니다. 아저씨는 온라인 소스에서도 그것을 할 수 있습니다.",아저씨,1
아저씨의 일정에 방해가 되지 않았으면 좋겠습니다.,아저씨,1
"친애하는 AAA 선생님, 아저씨께서 저희를 다른 회사에 소개시켜 주셨다는 소식을 들었습니다.",아저씨,1
아저씨를 알아볼 수 있을지 확신이 서지 않습니다.,아저씨,1
내 요청이 아저씨가 처리하기에 너무 많지 않기를 바랍니다.,아저씨,1
아저씨의 신실한 BBB.,아저씨,1
아저씨의 행복한 결혼에 대한 저의 진정어린 축복을 받아 주시길 바랍니다.,아저씨,1
그들은 아저씨의 손녀가 등록한 이메일 주소로 이메일을 보낼 것이고 그녀는 그곳에서 그녀의 비밀번호를 재설정할 수 있습니다.,아저씨,1
"우리의 장기적인 목표를 확실히 하기 위해서, 저는 아저씨의 제안을 거절할 수밖에 없습니다.",아저씨,1
아저씨의 회사는 무엇을 거래하고 있습니까?,아저씨,1
아저씨는 나이든 사람의 잔을 채워야 합니다.,아저씨,1
아저씨도 참여하여 주셨으면 합니다.,아저씨,1
그것이 아저씨가 더 잘 이해할 수 있는 유일한 방법입니다,아저씨,1
아저씨는 여전히 마지막 액세서리 세트를 받으실 건가요?,아저씨,1
새로운 직책에서 아저씨와 함께 일하게 되어 매우 기쁩니다.,아저씨,1
아저씨의 쾌유를 진심으로 축하드리는 바입니다.,아저씨,1
아저씨의 진실한 David Freeman.,아저씨,1
아저씨의 유닛 밖에 두 개의 쓰레기통이 있습니다.,아저씨,1
아저씨는 카메라를 가지고 왔습니까?,아저씨,1
"그리고 아주 오랫동안 구독하기로 결정하셨다면, 우리는 또한 아저씨에게 약간의 사은품을 제공할 것입니다!",아저씨,1
아저씨의 상담 서비스에 대한 견적을 문의드립니다.,아저씨,1
예. 사진 편집 서비스가 필요하고 아저씨의 작품 중 일부를 보았고 마음에 듭니다.,아저씨,1
움직이는 물체의 위치가 시간에 대하여 얼마나 빨리 변하는지 알고 싶을 때 아저씨는 미분법을 사용할 수 있다.,아저씨,1
아저씨는 홀짝성을 이용한 추론으로 모든 복잡한 문제들을 해결한다.,아저씨,1
"아저씨가 불가능 한 것을 모두 제거하고 나면, 남은 것들은 아무리 불가능해도 진실한 것이다.",아저씨,1
"만약 아저씨가 엿보거나 온도계를 상자에 집어넣는다면, 그 행동은 측정으로 간주된다.",아저씨,1
반대로 말하면 아저씨 자기 자신이 의자에 힘을 작용하는 것이다.,아저씨,1
반대로 말하면 아저씨 자기 자신이 의자에 힘을 작용하는 것이다.,자기,1
반대로 말하면 아저씨 자기 자신이 의자에 힘을 작용하는 것이다.,자신,1
인간에 대한 실험을 함부로 하면 아저씨는 체포되거나 국제형사재판소에 서게 될 수도 있다.,아저씨,1
신뢰 구간은 아저씨에게 훨씬 더 많은 정보를 알려준다.,아저씨,1
아저씨는 무엇이 그 안에서 열을 발생시키게 될 것이라고 생각하는가?,아저씨,1
이러한 과정에서 아저씨가 이해가 안 되는 부분을 표시하여 동료 학습자 또는 교수자에게 물어볼 수 있도록 하였다.,아저씨,1
아저씨가 괴롭힘을 당하는 소수 집단을 지지하 지 않는다면 아저씨는 혐오자가 판을 치게 놔두는 것이다.,아저씨,1
아저씨는 양자 시스템을 측정하는 바로 그 행위가 측정하고자 하는 특성을 어떻게든 파괴한다는 사실을 인정해야 한다.,아저씨,1
지하수를 마시기 전에 아저씨는 물 속에 있는 비소를 안전하게 제거해야 한다.,아저씨,1
사실 이것은 아저씨가 문제의 그 사람이 억만장자가 아님을 절대적으로 확신한다는 뜻이다.,아저씨,1
만약 적절한 실험을 할 수 없다면 아저씨는 유효한 정보 또한 얻을 수 없다.,아저씨,1
아저씨가 왼쪽 곡선을 보면 극소에 해당되는 부분이 있다.,아저씨,1
아저씨는 아이들에게 10억 더하기 1에 대해 물어보고는 아이들의 눈이 휘둥그레지는 것을 볼 것이다.,아저씨,1
"만약 아저씨가 어림한 작은 직사각형의 면적을 모두 더한다면, 아저씨는 한 일의 어림 값을 구할 수 있다.",아저씨,1
"물론, 이는 오랜 기간 동안 정연한 교회음악 작곡을 자신의 목표로 삼았다는 바흐의 증언을 아저씨가 온전히 신뢰한다면 말이다.",아저씨,1
아저씨는 사기 당하지 않고도 아홉 자릿수의 돈을 벌 수 있다.,아저씨,1
"만약 아저씨가 회귀방정식에 쓸모없는 변수를 많이 집어넣었다면, 한 개 정도는 우연히 통계적 유의성 기준에 걸려 걸러질 수도 있다.",아저씨,1
"아저씨의 말을 들을 수 있는 방안에 스스로를 위치시키겠다는 것, 아저씨에게 반복해 달라고 말하겠다는 의미입니다.",아저씨,1
아저씨는 아파트에서 빨래를 하고 있는 사람의 모습을 들여다보게 될 것이다.,아저씨,1
아저씨는 냄새가 평균 시간 개선에 효과가 있다고 확신하는가?,아저씨,1
아저씨는 상상 속에서 아저씨가 1985년에 태어났다고 가정해 보았다.,아저씨,1
어떤 방법이 적절할 것인지 결코 모르기 때문에 모든 가능성에 아저씨의 사고를 개방해야 한다.,아저씨,1
아저씨의 의도는 그네를 밀어 속도를 높이는 것이었을 수도 있다.,아저씨,1
"아저씨는 어떤 공식을 사용해야 하는지 알아야 하고, 둘째로 아저씨는 이 일반적인 문제를 어떻게 풀어야 하는지 알아야 한다.",아저씨,1
아저씨는 0부터 9까지 4개의 숫자를 반복해서 선택할 수 있다.,아저씨,1
아저씨는 양자 알고리즘을 양자 게이트 배열이나 양자 회로라고 부르는 것을 보게 될 것이다.,아저씨,1
아저씨는 종이 위에 남아 있는 잉크 자국의 면적이 가장 작게 되도록 하려면 어떻게 바늘을 움직여야 할까?,아저씨,1
아저씨는 달리는 버스에 성공적으로 잠입해 아무도 모르게 모든 승객의 체중을 잰다.,아저씨,1
방정식에 사용된 상징들은 대부분 아저씨가 아저씨의 계산기에 입력할 수 있는 것들이다.,아저씨,1
아저씨는 이 예시의 방법을 시도해보면 쉽게 분해를 찾을 수 있다.,아저씨,1
아저씨가 다른 사람들이 아저씨처럼 실재한다는 것을 인지할 때 공감은 종교적 계시처럼 여겨질 수 있다.,아저씨,1
이미 자신과 뜻이 같은 사람들하고만 대화한다고 상상한다면 아저씨는 자신의 논증을 검증해 볼 필요가 전혀 없다.,아저씨,1
이미 자신과 뜻이 같은 사람들하고만 대화한다고 상상한다면 아저씨는 자신의 논증을 검증해 볼 필요가 전혀 없다.,자신,1
"복잡한 수학 방정식 집합과 씨름할 때, 아저씨가 모든 제멋대로인 용어가 깔끔하게 취소되고 대답이 의미 있는 숫자라는 것을 보여줄 수 있다면, 결과는 순수하고, 알 수 없는 기쁨이다.",아저씨,1
아저씨가 각 행의 수들을 모두 더한다면 식이 성립할 것이다.,아저씨,1
처음에는 몇 번 놓치는 것이 허용되지만 시험을 통과하려면 아저씨는 특정 시점 이후엔 무기한으로 목표물을 맞출 수 있어야 한다.,아저씨,1
"아저씨가 동전을 10,000번 던진 이후의 결과를 보면, 처음 여섯 번 던진 결과는 신경쓸 일이 아니다.",아저씨,1
아저씨는 케이크를 백 명의 사람과 나누어 먹으려고 시도해 본 적이 있는가?,아저씨,1
아저씨는 여러 가지 예시를 통해 배수판정법의 정당성을 확인할 수 있다.,아저씨,1
나와 아저씨가 같은 도시에 산다는 관계는 추이적이다.,아저씨,1
아저씨는 더 큰 무한을 얻으려면 2의 무한 거듭제곱으로 큼직큼직하게 비약해야 한다.,아저씨,1
